# name: cv_fast 0.4 V/s vs Ag/AgCl
# reference_electrode: Ag/AgCl (sat. KCl)
# potential_unit: V
# current_unit: A
# time_unit: s
# scan_rate: 0.4
# scan_rate_unit: V/s
# electrode_area: 0.0707
# electrode_area_unit: cm^2
time_s,potential_v,current_a
5.2250,-0.04000,8.060000000e-06
5.2500,-0.03000,8.070000000e-06
5.2750,-0.02000,8.080000000e-06
5.3000,-0.01000,8.090000000e-06
5.3250,0.00000,8.100000000e-06
5.3500,0.01000,8.110000000e-06
5.3750,0.02000,8.120000000e-06
5.4000,0.03000,8.130000000e-06
5.4250,0.04000,8.140000000e-06
5.4500,0.05000,8.150000000e-06
5.4750,0.06000,8.160000000e-06
5.5000,0.07000,8.170000000e-06
5.5250,0.08000,8.180000000e-06
5.5500,0.09000,8.190000000e-06
5.5750,0.10000,8.200000000e-06
5.6000,0.11000,8.210000000e-06
5.6250,0.12000,8.220000000e-06
5.6500,0.13000,8.230000000e-06
5.6750,0.14000,8.240000000e-06
5.7000,0.15000,8.250000000e-06
5.7250,0.16000,8.260000000e-06
5.7500,0.17000,8.270000011e-06
5.7750,0.18000,8.280000244e-06
5.8000,0.19000,8.290004320e-06
5.8250,0.20000,8.300059642e-06
5.8500,0.21000,8.310641228e-06
5.8750,0.22000,8.325369262e-06
5.9000,0.23000,8.365015984e-06
5.9250,0.24000,8.517863099e-06
5.9500,0.25000,9.053741196e-06
5.9750,0.26000,1.052939008e-05
6.0000,0.27000,1.358284521e-05
6.0250,0.28000,1.815620283e-05
6.0500,0.29000,2.274804358e-05
6.0750,0.30000,2.507361715e-05
6.1000,0.31000,2.415397384e-05
6.1250,0.32000,2.146093816e-05
6.1500,0.33000,1.946546655e-05
6.1750,0.34000,1.931915298e-05
6.2000,0.35000,2.023038709e-05
6.2250,0.36000,2.063774394e-05
6.2500,0.37000,1.958239601e-05
6.2750,0.38000,1.719915585e-05
6.3000,0.39000,1.433166812e-05
6.3250,0.40000,1.183650723e-05
6.3500,0.41000,1.013402772e-05
6.3750,0.42000,9.193617398e-06
6.4000,0.43000,8.768093148e-06
6.4250,0.44000,8.611712275e-06
6.4500,0.45000,8.568405728e-06
6.4750,0.46000,8.564025552e-06
6.5000,0.47000,8.570750258e-06
6.5250,0.48000,8.580119154e-06
6.5500,0.49000,8.590016126e-06
6.5750,0.50000,8.600001860e-06
6.6000,0.51000,8.610000183e-06
6.6250,0.52000,8.620000015e-06
6.6500,0.53000,8.630000001e-06
6.6750,0.54000,8.640000000e-06
6.7000,0.55000,8.650000000e-06
6.7250,0.56000,8.660000000e-06
6.7500,0.57000,8.670000000e-06
6.7750,0.58000,8.680000000e-06
6.8000,0.59000,8.690000000e-06
6.8250,0.60000,8.700000000e-06
6.8500,0.61000,8.710000000e-06
6.8750,0.62000,8.720000000e-06
6.9000,0.63000,8.730000000e-06
6.9250,0.64000,8.740000000e-06
6.9500,0.65000,8.750000000e-06
6.9750,0.66000,8.760000000e-06
7.0000,0.67000,8.770000000e-06
7.0250,0.68000,8.780000000e-06
7.0500,0.69000,8.790000000e-06
7.0750,0.70000,8.800000000e-06
7.1000,0.71000,8.810000000e-06
7.1250,0.72000,8.820000000e-06
7.1500,0.73000,8.830000000e-06
7.1750,0.74000,8.840000000e-06
7.2000,0.75000,8.850000000e-06
7.2250,0.76000,8.860000000e-06
7.2500,0.77000,8.870000000e-06
7.2750,0.78000,8.880000000e-06
7.3000,0.79000,8.890000000e-06
7.3250,0.80000,8.900000000e-06
7.3500,0.80000,8.900000000e-06
7.3750,0.80000,8.900000000e-06
7.4000,0.80000,8.900000000e-06
7.4250,0.80000,8.900000000e-06
7.4500,0.79000,-7.110000000e-06
7.4750,0.78000,-7.120000000e-06
7.5000,0.77000,-7.130000000e-06
7.5250,0.76000,-7.140000000e-06
7.5500,0.75000,-7.150000000e-06
7.5750,0.74000,-7.160000000e-06
7.6000,0.73000,-7.170000000e-06
7.6250,0.72000,-7.180000000e-06
7.6500,0.71000,-7.190000000e-06
7.6750,0.70000,-7.200000000e-06
7.7000,0.69000,-7.210000000e-06
7.7250,0.68000,-7.220000000e-06
7.7500,0.67000,-7.230000000e-06
7.7750,0.66000,-7.240000000e-06
7.8000,0.65000,-7.250000000e-06
7.8250,0.64000,-7.260000000e-06
7.8500,0.63000,-7.270000000e-06
7.8750,0.62000,-7.280000000e-06
7.9000,0.61000,-7.290000000e-06
7.9250,0.60000,-7.300000000e-06
7.9500,0.59000,-7.310000000e-06
7.9750,0.58000,-7.320000000e-06
8.0000,0.57000,-7.330000000e-06
8.0250,0.56000,-7.340000000e-06
8.0500,0.55000,-7.350000000e-06
8.0750,0.54000,-7.360000000e-06
8.1000,0.53000,-7.370000002e-06
8.1250,0.52000,-7.380000019e-06
8.1500,0.51000,-7.390000152e-06
8.1750,0.50000,-7.400001065e-06
8.2000,0.49000,-7.410006658e-06
8.2250,0.48000,-7.420037267e-06
8.2500,0.47000,-7.430186645e-06
8.2750,0.46000,-7.440836483e-06
8.3000,0.45000,-7.453354626e-06
8.3250,0.44000,-7.472038601e-06
8.3500,0.43000,-7.508659219e-06
8.3750,0.42000,-7.591090179e-06
8.4000,0.41000,-7.775657177e-06
8.4250,0.40000,-8.157304100e-06
8.4500,0.39000,-8.863491845e-06
8.4750,0.38000,-1.001439739e-05
8.5000,0.37000,-1.164581938e-05
8.5250,0.36000,-1.362677995e-05
8.5500,0.35000,-1.564103835e-05
8.5750,0.34000,-1.729737002e-05
8.6000,0.33000,-1.835588668e-05
8.6250,0.32000,-1.893428865e-05
8.6500,0.31000,-1.948989624e-05
8.6750,0.30000,-2.047983818e-05
8.7000,0.29000,-2.188720942e-05
8.7250,0.28000,-2.303715094e-05
8.7500,0.27000,-2.298335283e-05
8.7750,0.26000,-2.122091414e-05
8.8000,0.25000,-1.810174153e-05
8.8250,0.24000,-1.458562155e-05
8.8500,0.23000,-1.160118141e-05
8.8750,0.22000,-9.586732565e-06
8.9000,0.21000,-8.479241306e-06
8.9250,0.20000,-7.978611810e-06
8.9500,0.19000,-7.793850965e-06
8.9750,0.18000,-7.741510616e-06
9.0000,0.17000,-7.734703135e-06
9.0250,0.16000,-7.740876366e-06
9.0500,0.15000,-7.750139165e-06
9.0750,0.14000,-7.760018833e-06
9.1000,0.13000,-7.770002172e-06
9.1250,0.12000,-7.780000213e-06
9.1500,0.11000,-7.790000018e-06
9.1750,0.10000,-7.800000001e-06
9.2000,0.09000,-7.810000000e-06
9.2250,0.08000,-7.820000000e-06
9.2500,0.07000,-7.830000000e-06
9.2750,0.06000,-7.840000000e-06
9.3000,0.05000,-7.850000000e-06
9.3250,0.04000,-7.860000000e-06
9.3500,0.03000,-7.870000000e-06
9.3750,0.02000,-7.880000000e-06
9.4000,0.01000,-7.890000000e-06
9.4250,0.00000,-7.900000000e-06
9.4500,0.00000,-7.900000000e-06
9.4750,0.00000,-7.900000000e-06
9.5000,0.00000,-7.900000000e-06
9.5250,0.00000,-7.900000000e-06
9.5500,0.00000,-7.900000000e-06
