#name=循环伏安 100 mV/s (Ag/AgCl(3M KCl))
#scan_rate=0.1 V/s
#potential_unit=V
#current_unit=A
#time_unit=s
#area=0.071 cm2
#reference_electrode=Ag/AgCl(3M KCl)
#tolerance_v=1e-9
potential,current,time
0.564,-1.197360e-5,6.46
0.562,-1.197380e-5,6.48
0.56,-1.197400e-5,6.5
0.558,-1.197420e-5,6.52
0.556,-1.197440e-5,6.54
0.554,-1.197460e-5,6.56
0.552,-1.197480e-5,6.58
0.55,-1.197500e-5,6.6
0.548,-1.197520e-5,6.62
0.546,-1.197540e-5,6.64
0.544,-1.197560e-5,6.66
0.542,-1.197580e-5,6.68
0.54,-1.197601e-5,6.7
0.538,-1.197621e-5,6.72
0.536,-1.197641e-5,6.74
0.534,-1.197661e-5,6.76
0.532,-1.197682e-5,6.78
0.53,-1.197702e-5,6.8
0.528,-1.197723e-5,6.82
0.526,-1.197744e-5,6.84
0.524,-1.197765e-5,6.86
0.522,-1.197787e-5,6.88
0.52,-1.197809e-5,6.9
0.518,-1.197831e-5,6.92
0.516,-1.197855e-5,6.94
0.514,-1.197879e-5,6.96
0.512,-1.197904e-5,6.98
0.51,-1.197931e-5,7
0.508,-1.197959e-5,7.02
0.506,-1.197990e-5,7.04
0.504,-1.198023e-5,7.06
0.502,-1.198060e-5,7.08
0.5,-1.198101e-5,7.1
0.498,-1.198146e-5,7.12
0.496,-1.198198e-5,7.14
0.494,-1.198257e-5,7.16
0.492,-1.198325e-5,7.18
0.49,-1.198403e-5,7.2
0.488,-1.198494e-5,7.22
0.486,-1.198600e-5,7.24
0.484,-1.198724e-5,7.26
0.482,-1.198870e-5,7.28
0.48,-1.199040e-5,7.3
0.478,-1.199241e-5,7.32
0.476,-1.199476e-5,7.34
0.474,-1.199751e-5,7.36
0.472,-1.200073e-5,7.38
0.47,-1.200449e-5,7.4
0.468,-1.200888e-5,7.42
0.466,-1.201398e-5,7.44
0.464,-1.201989e-5,7.46
0.462,-1.202674e-5,7.48
0.46,-1.203464e-5,7.5
0.458,-1.204372e-5,7.52
0.456,-1.205414e-5,7.54
0.454,-1.206604e-5,7.56
0.452,-1.207959e-5,7.58
0.45,-1.209497e-5,7.6
0.448,-1.211237e-5,7.62
0.446,-1.213198e-5,7.64
0.444,-1.215400e-5,7.66
0.442,-1.217864e-5,7.68
0.44,-1.220611e-5,7.7
0.438,-1.223661e-5,7.72
0.436,-1.227036e-5,7.74
0.434,-1.230754e-5,7.76
0.432,-1.234837e-5,7.78
0.43,-1.239301e-5,7.8
0.428,-1.244162e-5,7.82
0.426,-1.249435e-5,7.84
0.424,-1.255130e-5,7.86
0.422,-1.261257e-5,7.88
0.42,-1.267820e-5,7.9
0.418,-1.274819e-5,7.92
0.416,-1.282251e-5,7.94
0.414,-1.290108e-5,7.96
0.412,-1.298375e-5,7.98
0.41,-1.307034e-5,8
0.408,-1.316061e-5,8.02
0.406,-1.325423e-5,8.04
0.404,-1.335086e-5,8.06
0.402,-1.345006e-5,8.08
0.4,-1.355135e-5,8.1
0.398,-1.365420e-5,8.12
0.396,-1.375802e-5,8.14
0.394,-1.386217e-5,8.16
0.392,-1.396598e-5,8.18
0.39,-1.406873e-5,8.2
0.388,-1.416967e-5,8.22
0.386,-1.426806e-5,8.24
0.384,-1.436312e-5,8.26
0.382,-1.445408e-5,8.28
0.38,-1.454018e-5,8.3
0.378,-1.462070e-5,8.32
0.376,-1.469491e-5,8.34
0.374,-1.476216e-5,8.36
0.372,-1.482184e-5,8.38
0.37,-1.487340e-5,8.4
0.368,-1.491636e-5,8.42
0.366,-1.495032e-5,8.44
0.364,-1.497497e-5,8.46
0.362,-1.499009e-5,8.48
0.36,-1.499554e-5,8.5
0.358,-1.499132e-5,8.52
0.356,-1.497748e-5,8.54
0.354,-1.495421e-5,8.56
0.352,-1.492177e-5,8.58
0.35,-1.488055e-5,8.6
0.348,-1.483101e-5,8.62
0.346,-1.477370e-5,8.64
0.344,-1.470925e-5,8.66
0.342,-1.463839e-5,8.68
0.34,-1.456188e-5,8.7
0.338,-1.448057e-5,8.72
0.336,-1.439536e-5,8.74
0.334,-1.430718e-5,8.76
0.332,-1.421699e-5,8.78
0.33,-1.412581e-5,8.8
0.328,-1.403464e-5,8.82
0.326,-1.394453e-5,8.84
0.324,-1.385649e-5,8.86
0.322,-1.377156e-5,8.88
0.32,-1.369075e-5,8.9
0.318,-1.361508e-5,8.92
0.316,-1.354550e-5,8.94
0.314,-1.348298e-5,8.96
0.312,-1.342843e-5,8.98
0.31,-1.338269e-5,9
0.308,-1.334661e-5,9.02
0.306,-1.332092e-5,9.04
0.304,-1.330632e-5,9.06
0.302,-1.330341e-5,9.08
0.3,-1.331274e-5,9.1
0.298,-1.333473e-5,9.12
0.296,-1.336971e-5,9.14
0.294,-1.341788e-5,9.16
0.292,-1.347934e-5,9.18
0.29,-1.355403e-5,9.2
0.288,-1.364174e-5,9.22
0.286,-1.374212e-5,9.24
0.284,-1.385465e-5,9.26
0.282,-1.397864e-5,9.28
0.28,-1.411323e-5,9.3
0.278,-1.425737e-5,9.32
0.276,-1.440986e-5,9.34
0.274,-1.456934e-5,9.36
0.272,-1.473428e-5,9.38
0.27,-1.490302e-5,9.4
0.268,-1.507375e-5,9.42
0.266,-1.524461e-5,9.44
0.264,-1.541362e-5,9.46
0.262,-1.557877e-5,9.48
0.26,-1.573803e-5,9.5
0.258,-1.588938e-5,9.52
0.256,-1.603087e-5,9.54
0.254,-1.616060e-5,9.56
0.252,-1.627681e-5,9.58
0.25,-1.637790e-5,9.6
0.248,-1.646245e-5,9.62
0.246,-1.652922e-5,9.64
0.244,-1.657725e-5,9.66
0.242,-1.660580e-5,9.68
0.24,-1.661440e-5,9.7
0.238,-1.660289e-5,9.72
0.236,-1.657134e-5,9.74
0.234,-1.652012e-5,9.76
0.232,-1.644986e-5,9.78
0.23,-1.636144e-5,9.8
0.228,-1.625598e-5,9.82
0.226,-1.613479e-5,9.84
0.224,-1.599935e-5,9.86
0.222,-1.585131e-5,9.88
0.22,-1.569240e-5,9.9
0.218,-1.552445e-5,9.92
0.216,-1.534932e-5,9.94
0.214,-1.516887e-5,9.96
0.212,-1.498496e-5,9.98
0.21,-1.479935e-5,10
0.208,-1.461375e-5,10.02
0.206,-1.442975e-5,10.04
0.204,-1.424881e-5,10.06
0.202,-1.407224e-5,10.08
0.2,-1.390120e-5,10.1
0.198,-1.373670e-5,10.12
0.196,-1.357955e-5,10.14
0.194,-1.343042e-5,10.16
0.192,-1.328980e-5,10.18
0.19,-1.315804e-5,10.2
0.188,-1.303534e-5,10.22
0.186,-1.292175e-5,10.24
0.184,-1.281721e-5,10.26
0.182,-1.272156e-5,10.28
0.18,-1.263455e-5,10.3
0.178,-1.255583e-5,10.32
0.176,-1.248501e-5,10.34
0.174,-1.242164e-5,10.36
0.172,-1.236526e-5,10.38
0.17,-1.231535e-5,10.4
0.168,-1.227142e-5,10.42
0.166,-1.223295e-5,10.44
0.164,-1.219945e-5,10.46
0.162,-1.217042e-5,10.48
0.16,-1.214540e-5,10.5
0.158,-1.212396e-5,10.52
0.156,-1.210567e-5,10.54
0.154,-1.209016e-5,10.56
0.152,-1.207708e-5,10.58
0.15,-1.206610e-5,10.6
0.148,-1.205695e-5,10.62
0.146,-1.204935e-5,10.64
0.144,-1.204309e-5,10.66
0.142,-1.203796e-5,10.68
0.14,-1.203378e-5,10.7
0.138,-1.203041e-5,10.72
0.136,-1.202770e-5,10.74
0.134,-1.202555e-5,10.76
0.132,-1.202386e-5,10.78
0.13,-1.202254e-5,10.8
0.128,-1.202153e-5,10.82
0.126,-1.202077e-5,10.84
0.124,-1.202021e-5,10.86
0.122,-1.201981e-5,10.88
0.12,-1.201954e-5,10.9
0.118,-1.201938e-5,10.92
0.116,-1.201930e-5,10.94
0.114,-1.201928e-5,10.96
0.112,-1.201931e-5,10.98
0.11,-1.201938e-5,11
0.108,-1.201949e-5,11.02
0.106,-1.201961e-5,11.04
0.104,-1.201976e-5,11.06
0.102,-1.201992e-5,11.08
0.1,-1.202009e-5,11.1
0.098,-1.202026e-5,11.12
0.096,-1.202045e-5,11.14
0.094,-1.202063e-5,11.16
0.092,-1.202082e-5,11.18
0.09,-1.202102e-5,11.2
0.088,-1.202121e-5,11.22
0.086,-1.202141e-5,11.24
0.084,-1.202161e-5,11.26
0.082,-1.202180e-5,11.28
0.08,-1.202200e-5,11.3
0.078,-1.202220e-5,11.32
0.076,-1.202240e-5,11.34
0.074,-1.202260e-5,11.36
0.072,-1.202280e-5,11.38
0.07,-1.202300e-5,11.4
0.068,-1.202320e-5,11.42
0.066,-1.202340e-5,11.44
0.064,-1.202360e-5,11.46
0.062,-1.202380e-5,11.48
0.06,-1.202400e-5,11.5
0.058,-1.202420e-5,11.52
0.056,-1.202440e-5,11.54
0.054,-1.202460e-5,11.56
0.052,-1.202480e-5,11.58
0.05,-1.202500e-5,11.6
0.048,-1.202520e-5,11.62
0.046,-1.202540e-5,11.64
0.044,-1.202560e-5,11.66
0.042,-1.202580e-5,11.68
0.04,-1.202600e-5,11.7
0.038,-1.202620e-5,11.72
0.036,-1.202640e-5,11.74
0.034,-1.202660e-5,11.76
0.032,-1.202680e-5,11.78
0.03,-1.202700e-5,11.8
0.028,-1.202720e-5,11.82
0.026,-1.202740e-5,11.84
0.024,-1.202760e-5,11.86
0.022,-1.202780e-5,11.88
0.02,-1.202800e-5,11.9
0.018,-1.202820e-5,11.92
0.016,-1.202840e-5,11.94
0.014,-1.202860e-5,11.96
0.012,-1.202880e-5,11.98
0.01,-1.202900e-5,12
8.000000e-3,-1.202920e-5,12.02
6.000000e-3,-1.202940e-5,12.04
4.000000e-3,-1.202960e-5,12.06
2.000000e-3,-1.202980e-5,12.08
0,-1.203000e-5,12.1
0,-1.203000e-5,12.12
0,-1.203000e-5,12.14
