# name: cv_sce 0.1 V/s vs SCE
# reference_electrode: SCE
# potential_unit: V
# current_unit: A
# time_unit: s
# scan_rate: 0.1
# scan_rate_unit: V/s
# electrode_area: 0.0707
# electrode_area_unit: cm^2
time_s,potential_v,current_a
19.2000,-0.24500,-2.145000000e-06
19.3000,-0.24500,-2.145000000e-06
19.4000,-0.23500,1.865000000e-06
19.5000,-0.22500,1.875000000e-06
19.6000,-0.21500,1.885000000e-06
19.7000,-0.20500,1.895000000e-06
19.8000,-0.19500,1.905000000e-06
19.9000,-0.18500,1.915000000e-06
20.0000,-0.17500,1.925000000e-06
20.1000,-0.16500,1.935000000e-06
20.2000,-0.15500,1.945000000e-06
20.3000,-0.14500,1.955000000e-06
20.4000,-0.13500,1.965000000e-06
20.5000,-0.12500,1.975000000e-06
20.6000,-0.11500,1.985000000e-06
20.7000,-0.10500,1.995000000e-06
20.8000,-0.09500,2.005000000e-06
20.9000,-0.08500,2.015000000e-06
21.0000,-0.07500,2.025000000e-06
21.1000,-0.06500,2.035000000e-06
21.2000,-0.05500,2.045000000e-06
21.3000,-0.04500,2.055000000e-06
21.4000,-0.03500,2.065000000e-06
21.5000,-0.02500,2.075000000e-06
21.6000,-0.01500,2.085000000e-06
21.7000,-0.00500,2.095000000e-06
21.8000,0.00500,2.105000000e-06
21.9000,0.01500,2.115000000e-06
22.0000,0.02500,2.125000000e-06
22.1000,0.03500,2.135000000e-06
22.2000,0.04500,2.145000000e-06
22.3000,0.05500,2.155000000e-06
22.4000,0.06500,2.165000000e-06
22.5000,0.07500,2.175000000e-06
22.6000,0.08500,2.185000000e-06
22.7000,0.09500,2.195000000e-06
22.8000,0.10500,2.205000000e-06
22.9000,0.11500,2.215000000e-06
23.0000,0.12500,2.225000000e-06
23.1000,0.13500,2.235000000e-06
23.2000,0.14500,2.245000000e-06
23.3000,0.15500,2.255000000e-06
23.4000,0.16500,2.265000001e-06
23.5000,0.17500,2.275000026e-06
23.6000,0.18500,2.285000529e-06
23.7000,0.19500,2.295008281e-06
23.8000,0.20500,2.305100884e-06
23.9000,0.21500,2.315957200e-06
24.0000,0.22500,2.332073404e-06
24.1000,0.23500,2.375710914e-06
24.2000,0.24500,2.527505963e-06
24.3000,0.25500,2.992362560e-06
24.4000,0.26500,4.099512149e-06
24.5000,0.27500,6.056199187e-06
24.6000,0.28500,8.490370795e-06
24.7000,0.29500,1.035315060e-05
24.8000,0.30500,1.069239558e-05
24.9000,0.31500,9.641109010e-06
25.0000,0.32500,8.339533487e-06
25.1000,0.33500,7.804305293e-06
25.2000,0.34500,8.093097338e-06
25.3000,0.35500,8.518545487e-06
25.4000,0.36500,8.386880594e-06
25.5000,0.37500,7.493691879e-06
25.6000,0.38500,6.125140861e-06
25.7000,0.39500,4.746967450e-06
25.8000,0.40500,3.692400473e-06
25.9000,0.41500,3.048530234e-06
26.0000,0.42500,2.729284755e-06
26.1000,0.43500,2.601653980e-06
26.2000,0.44500,2.563532292e-06
26.3000,0.45500,2.559390815e-06
26.4000,0.46500,2.565886490e-06
26.5000,0.47500,2.575152516e-06
26.6000,0.48500,2.585022360e-06
26.7000,0.49500,2.595002793e-06
26.8000,0.50500,2.605000297e-06
26.9000,0.51500,2.615000027e-06
27.0000,0.52500,2.625000002e-06
27.1000,0.53500,2.635000000e-06
27.2000,0.54500,2.645000000e-06
27.3000,0.55500,2.655000000e-06
27.4000,0.56500,2.665000000e-06
27.5000,0.57500,2.675000000e-06
27.6000,0.58500,2.685000000e-06
27.7000,0.59500,2.695000000e-06
27.8000,0.60500,2.705000000e-06
27.9000,0.61500,2.715000000e-06
28.0000,0.62500,2.725000000e-06
28.1000,0.63500,2.735000000e-06
28.2000,0.64500,2.745000000e-06
28.3000,0.65500,2.755000000e-06
28.4000,0.66500,2.765000000e-06
28.5000,0.67500,2.775000000e-06
28.6000,0.68500,2.785000000e-06
28.7000,0.69500,2.795000000e-06
28.8000,0.70500,2.805000000e-06
28.9000,0.71500,2.815000000e-06
29.0000,0.72500,2.825000000e-06
29.1000,0.73500,2.835000000e-06
29.2000,0.74500,2.845000000e-06
29.3000,0.75500,2.855000000e-06
29.4000,0.75500,2.855000000e-06
29.5000,0.75500,2.855000000e-06
29.6000,0.75500,2.855000000e-06
29.7000,0.75500,2.855000000e-06
29.8000,0.74500,-1.155000000e-06
29.9000,0.73500,-1.165000000e-06
30.0000,0.72500,-1.175000000e-06
30.1000,0.71500,-1.185000000e-06
30.2000,0.70500,-1.195000000e-06
30.3000,0.69500,-1.205000000e-06
30.4000,0.68500,-1.215000000e-06
30.5000,0.67500,-1.225000000e-06
30.6000,0.66500,-1.235000000e-06
30.7000,0.65500,-1.245000000e-06
30.8000,0.64500,-1.255000000e-06
30.9000,0.63500,-1.265000000e-06
31.0000,0.62500,-1.275000000e-06
31.1000,0.61500,-1.285000000e-06
31.2000,0.60500,-1.295000000e-06
31.3000,0.59500,-1.305000000e-06
31.4000,0.58500,-1.315000000e-06
31.5000,0.57500,-1.325000000e-06
31.6000,0.56500,-1.335000000e-06
31.7000,0.55500,-1.345000000e-06
31.8000,0.54500,-1.355000000e-06
31.9000,0.53500,-1.365000000e-06
32.0000,0.52500,-1.375000003e-06
32.1000,0.51500,-1.385000028e-06
32.2000,0.50500,-1.395000204e-06
32.3000,0.49500,-1.405001350e-06
32.4000,0.48500,-1.415007986e-06
32.5000,0.47500,-1.425042283e-06
32.6000,0.46500,-1.435200326e-06
32.7000,0.45500,-1.445849283e-06
32.8000,0.44500,-1.458221899e-06
32.9000,0.43500,-1.475937458e-06
33.0000,0.42500,-1.508225088e-06
33.1000,0.41500,-1.575315414e-06
33.2000,0.40500,-1.714687927e-06
33.3000,0.39500,-1.983198311e-06
33.4000,0.38500,-2.446530254e-06
33.5000,0.37500,-3.149296575e-06
33.6000,0.36500,-4.071800700e-06
33.7000,0.35500,-5.099862397e-06
33.8000,0.34500,-6.045247489e-06
33.9000,0.33500,-6.734367767e-06
34.0000,0.32500,-7.128486906e-06
34.1000,0.31500,-7.382775407e-06
34.2000,0.30500,-7.755419081e-06
34.3000,0.29500,-8.382392701e-06
34.4000,0.28500,-9.085153817e-06
34.5000,0.27500,-9.417743032e-06
34.6000,0.26500,-8.974562937e-06
34.7000,0.25500,-7.711576148e-06
34.8000,0.24500,-5.991029685e-06
34.9000,0.23500,-4.325402748e-06
35.0000,0.22500,-3.071228349e-06
35.1000,0.21500,-2.310673221e-06
35.2000,0.20500,-1.934181467e-06
35.3000,0.19500,-1.782963302e-06
35.4000,0.18500,-1.736663291e-06
35.5000,0.17500,-1.730130603e-06
35.6000,0.16500,-1.736035588e-06
35.7000,0.15500,-1.745178140e-06
35.8000,0.14500,-1.755026114e-06
35.9000,0.13500,-1.765003262e-06
36.0000,0.12500,-1.775000347e-06
36.1000,0.11500,-1.785000032e-06
36.2000,0.10500,-1.795000002e-06
36.3000,0.09500,-1.805000000e-06
36.4000,0.08500,-1.815000000e-06
36.5000,0.07500,-1.825000000e-06
36.6000,0.06500,-1.835000000e-06
36.7000,0.05500,-1.845000000e-06
36.8000,0.04500,-1.855000000e-06
36.9000,0.03500,-1.865000000e-06
37.0000,0.02500,-1.875000000e-06
37.1000,0.01500,-1.885000000e-06
37.2000,0.00500,-1.895000000e-06
37.3000,-0.00500,-1.905000000e-06
37.4000,-0.01500,-1.915000000e-06
37.5000,-0.02500,-1.925000000e-06
37.6000,-0.03500,-1.935000000e-06
37.7000,-0.04500,-1.945000000e-06
37.8000,-0.04500,-1.945000000e-06
37.9000,-0.04500,-1.945000000e-06
38.0000,-0.04500,-1.945000000e-06
38.1000,-0.04500,-1.945000000e-06
38.2000,-0.04500,-1.945000000e-06
