#name=循环伏安 50 mV/s (Ag/AgCl(3M KCl))
#scan_rate=0.05 V/s
#potential_unit=V
#current_unit=A
#time_unit=s
#area=0.071 cm2
#reference_electrode=Ag/AgCl(3M KCl)
#tolerance_v=1e-9
potential,current,time
0.088,5.978800e-6,1.82
0.089,5.978900e-6,1.84
0.09,5.979000e-6,1.86
0.091,5.979100e-6,1.88
0.092,5.979200e-6,1.9
0.093,5.979300e-6,1.92
0.094,5.979400e-6,1.94
0.095,5.979500e-6,1.96
0.096,5.979600e-6,1.98
0.097,5.979700e-6,2
0.098,5.979800e-6,2.02
0.099,5.979900e-6,2.04
0.1,5.980000e-6,2.06
0.101,5.980100e-6,2.08
0.102,5.980200e-6,2.1
0.103,5.980300e-6,2.12
0.104,5.980400e-6,2.14
0.105,5.980500e-6,2.16
0.106,5.980600e-6,2.18
0.107,5.980700e-6,2.2
0.108,5.980800e-6,2.22
0.109,5.980900e-6,2.24
0.11,5.981000e-6,2.26
0.111,5.981100e-6,2.28
0.112,5.981200e-6,2.3
0.113,5.981300e-6,2.32
0.114,5.981400e-6,2.34
0.115,5.981500e-6,2.36
0.116,5.981600e-6,2.38
0.117,5.981700e-6,2.4
0.118,5.981800e-6,2.42
0.119,5.981900e-6,2.44
0.12,5.982000e-6,2.46
0.121,5.982100e-6,2.48
0.122,5.982200e-6,2.5
0.123,5.982300e-6,2.52
0.124,5.982400e-6,2.54
0.125,5.982500e-6,2.56
0.126,5.982600e-6,2.58
0.127,5.982700e-6,2.6
0.128,5.982800e-6,2.62
0.129,5.982900e-6,2.64
0.13,5.983000e-6,2.66
0.131,5.983100e-6,2.68
0.132,5.983201e-6,2.7
0.133,5.983301e-6,2.72
0.134,5.983401e-6,2.74
0.135,5.983501e-6,2.76
0.136,5.983601e-6,2.78
0.137,5.983701e-6,2.8
0.138,5.983802e-6,2.82
0.139,5.983902e-6,2.84
0.14,5.984002e-6,2.86
0.141,5.984103e-6,2.88
0.142,5.984203e-6,2.9
0.143,5.984304e-6,2.92
0.144,5.984405e-6,2.94
0.145,5.984506e-6,2.96
0.146,5.984607e-6,2.98
0.147,5.984708e-6,3
0.148,5.984809e-6,3.02
0.149,5.984911e-6,3.04
0.15,5.985013e-6,3.06
0.151,5.985116e-6,3.08
0.152,5.985218e-6,3.1
0.153,5.985322e-6,3.12
0.154,5.985425e-6,3.14
0.155,5.985530e-6,3.16
0.156,5.985635e-6,3.18
0.157,5.985741e-6,3.2
0.158,5.985848e-6,3.22
0.159,5.985956e-6,3.24
0.16,5.986066e-6,3.26
0.161,5.986177e-6,3.28
0.162,5.986290e-6,3.3
0.163,5.986405e-6,3.32
0.164,5.986522e-6,3.34
0.165,5.986642e-6,3.36
0.166,5.986764e-6,3.38
0.167,5.986891e-6,3.4
0.168,5.987021e-6,3.42
0.169,5.987156e-6,3.44
0.17,5.987296e-6,3.46
0.171,5.987442e-6,3.48
0.172,5.987594e-6,3.5
0.173,5.987754e-6,3.52
0.174,5.987922e-6,3.54
0.175,5.988101e-6,3.56
0.176,5.988290e-6,3.58
0.177,5.988491e-6,3.6
0.178,5.988706e-6,3.62
0.179,5.988937e-6,3.64
0.18,5.989186e-6,3.66
0.181,5.989454e-6,3.68
0.182,5.989745e-6,3.7
0.183,5.990061e-6,3.72
0.184,5.990404e-6,3.74
0.185,5.990778e-6,3.76
0.186,5.991187e-6,3.78
0.187,5.991635e-6,3.8
0.188,5.992126e-6,3.82
0.189,5.992665e-6,3.84
0.19,5.993256e-6,3.86
0.191,5.993907e-6,3.88
0.192,5.994623e-6,3.9
0.193,5.995411e-6,3.92
0.194,5.996278e-6,3.94
0.195,5.997234e-6,3.96
0.196,5.998286e-6,3.98
0.197,5.999445e-6,4
0.198,6.000720e-6,4.02
0.199,6.002124e-6,4.04
0.2,6.003668e-6,4.06
0.201,6.005366e-6,4.08
0.202,6.007231e-6,4.1
0.203,6.009280e-6,4.12
0.204,6.011528e-6,4.14
0.205,6.013994e-6,4.16
0.206,6.016695e-6,4.18
0.207,6.019651e-6,4.2
0.208,6.022885e-6,4.22
0.209,6.026419e-6,4.24
0.21,6.030276e-6,4.26
0.211,6.034483e-6,4.28
0.212,6.039066e-6,4.3
0.213,6.044053e-6,4.32
0.214,6.049475e-6,4.34
0.215,6.055362e-6,4.36
0.216,6.061749e-6,4.38
0.217,6.068669e-6,4.4
0.218,6.076158e-6,4.42
0.219,6.084253e-6,4.44
0.22,6.092994e-6,4.46
0.221,6.102422e-6,4.48
0.222,6.112576e-6,4.5
0.223,6.123501e-6,4.52
0.224,6.135241e-6,4.54
0.225,6.147841e-6,4.56
0.226,6.161347e-6,4.58
0.227,6.175806e-6,4.6
0.228,6.191267e-6,4.62
0.229,6.207777e-6,4.64
0.23,6.225386e-6,4.66
0.231,6.244143e-6,4.68
0.232,6.264096e-6,4.7
0.233,6.285295e-6,4.72
0.234,6.307787e-6,4.74
0.235,6.331621e-6,4.76
0.236,6.356842e-6,4.78
0.237,6.383497e-6,4.8
0.238,6.411629e-6,4.82
0.239,6.441279e-6,4.84
0.24,6.472487e-6,4.86
0.241,6.505289e-6,4.88
0.242,6.539721e-6,4.9
0.243,6.575811e-6,4.92
0.244,6.613588e-6,4.94
0.245,6.653074e-6,4.96
0.246,6.694287e-6,4.98
0.247,6.737242e-6,5
0.248,6.781946e-6,5.02
0.249,6.828403e-6,5.04
0.25,6.876610e-6,5.06
0.251,6.926559e-6,5.08
0.252,6.978233e-6,5.1
0.253,7.031611e-6,5.12
0.254,7.086663e-6,5.14
0.255,7.143354e-6,5.16
0.256,7.201638e-6,5.18
0.257,7.261465e-6,5.2
0.258,7.322776e-6,5.22
0.259,7.385501e-6,5.24
0.26,7.449567e-6,5.26
0.261,7.514889e-6,5.28
0.262,7.581376e-6,5.3
0.263,7.648929e-6,5.32
0.264,7.717439e-6,5.34
0.265,7.786791e-6,5.36
0.266,7.856864e-6,5.38
0.267,7.927525e-6,5.4
0.268,7.998639e-6,5.42
0.269,8.070061e-6,5.44
0.27,8.141642e-6,5.46
0.271,8.213226e-6,5.48
0.272,8.284652e-6,5.5
0.273,8.355753e-6,5.52
0.274,8.426362e-6,5.54
0.275,8.496303e-6,5.56
0.276,8.565402e-6,5.58
0.277,8.633480e-6,5.6
0.278,8.700358e-6,5.62
0.279,8.765855e-6,5.64
0.28,8.829793e-6,5.66
0.281,8.891993e-6,5.68
0.282,8.952279e-6,5.7
0.283,9.010476e-6,5.72
0.284,9.066414e-6,5.74
0.285,9.119928e-6,5.76
0.286,9.170858e-6,5.78
0.287,9.219049e-6,5.8
0.288,9.264354e-6,5.82
0.289,9.306634e-6,5.84
0.29,9.345757e-6,5.86
0.291,9.381601e-6,5.88
0.292,9.414055e-6,5.9
0.293,9.443017e-6,5.92
0.294,9.468396e-6,5.94
0.295,9.490114e-6,5.96
0.296,9.508103e-6,5.98
0.297,9.522308e-6,6
0.298,9.532689e-6,6.02
0.299,9.539216e-6,6.04
0.3,9.541873e-6,6.06
0.301,9.540659e-6,6.08
0.302,9.535585e-6,6.1
0.303,9.526674e-6,6.12
0.304,9.513966e-6,6.14
0.305,9.497509e-6,6.16
0.306,9.477370e-6,6.18
0.307,9.453623e-6,6.2
0.308,9.426357e-6,6.22
0.309,9.395672e-6,6.24
0.31,9.361681e-6,6.26
0.311,9.324504e-6,6.28
0.312,9.284275e-6,6.3
0.313,9.241135e-6,6.32
0.314,9.195236e-6,6.34
0.315,9.146735e-6,6.36
0.316,9.095798e-6,6.38
0.317,9.042599e-6,6.4
0.318,8.987315e-6,6.42
0.319,8.930129e-6,6.44
0.32,8.871229e-6,6.46
0.321,8.810805e-6,6.48
0.322,8.749050e-6,6.5
0.323,8.686158e-6,6.52
0.324,8.622324e-6,6.54
0.325,8.557743e-6,6.56
0.326,8.492609e-6,6.58
0.327,8.427115e-6,6.6
0.328,8.361451e-6,6.62
0.329,8.295804e-6,6.64
0.33,8.230357e-6,6.66
0.331,8.165290e-6,6.68
0.332,8.100777e-6,6.7
0.333,8.036987e-6,6.72
0.334,7.974082e-6,6.74
0.335,7.912219e-6,6.76
0.336,7.851548e-6,6.78
0.337,7.792211e-6,6.8
0.338,7.734343e-6,6.82
0.339,7.678072e-6,6.84
0.34,7.623518e-6,6.86
0.341,7.570792e-6,6.88
0.342,7.519997e-6,6.9
0.343,7.471228e-6,6.92
0.344,7.424572e-6,6.94
0.345,7.380108e-6,6.96
0.346,7.337904e-6,6.98
0.347,7.298025e-6,7
0.348,7.260522e-6,7.02
0.349,7.225442e-6,7.04
0.35,7.192822e-6,7.06
0.351,7.162693e-6,7.08
0.352,7.135078e-6,7.1
0.353,7.109991e-6,7.12
0.354,7.087442e-6,7.14
0.355,7.067431e-6,7.16
0.356,7.049954e-6,7.18
0.357,7.034999e-6,7.2
0.358,7.022548e-6,7.22
0.359,7.012579e-6,7.24
0.36,7.005063e-6,7.26
0.361,6.999965e-6,7.28
0.362,6.997247e-6,7.3
0.363,6.996863e-6,7.32
0.364,6.998767e-6,7.34
0.365,7.002904e-6,7.36
0.366,7.009219e-6,7.38
0.367,7.017650e-6,7.4
0.368,7.028134e-6,7.42
0.369,7.040603e-6,7.44
0.37,7.054986e-6,7.46
0.371,7.071209e-6,7.48
0.372,7.089196e-6,7.5
0.373,7.108867e-6,7.52
0.374,7.130142e-6,7.54
0.375,7.152936e-6,7.56
0.376,7.177165e-6,7.58
0.377,7.202739e-6,7.6
0.378,7.229571e-6,7.62
0.379,7.257568e-6,7.64
0.38,7.286638e-6,7.66
0.381,7.316689e-6,7.68
0.382,7.347625e-6,7.7
0.383,7.379351e-6,7.72
0.384,7.411770e-6,7.74
0.385,7.444785e-6,7.76
0.386,7.478298e-6,7.78
0.387,7.512213e-6,7.8
0.388,7.546430e-6,7.82
0.389,7.580852e-6,7.84
0.39,7.615382e-6,7.86
0.391,7.649921e-6,7.88
0.392,7.684373e-6,7.9
0.393,7.718642e-6,7.92
0.394,7.752632e-6,7.94
0.395,7.786251e-6,7.96
0.396,7.819404e-6,7.98
0.397,7.852000e-6,8
0.398,7.883950e-6,8.02
0.399,7.915167e-6,8.04
0.4,7.945564e-6,8.06
0.401,7.975058e-6,8.08
0.402,8.003568e-6,8.1
0.403,8.031016e-6,8.12
0.404,8.057328e-6,8.14
0.405,8.082429e-6,8.16
0.406,8.106252e-6,8.18
0.407,8.128731e-6,8.2
0.408,8.149804e-6,8.22
0.409,8.169412e-6,8.24
0.41,8.187501e-6,8.26
0.411,8.204020e-6,8.28
0.412,8.218925e-6,8.3
0.413,8.232171e-6,8.32
0.414,8.243724e-6,8.34
0.415,8.253548e-6,8.36
0.416,8.261617e-6,8.38
0.417,8.267905e-6,8.4
0.418,8.272396e-6,8.42
0.419,8.275073e-6,8.44
0.42,8.275928e-6,8.46
0.421,8.274956e-6,8.48
0.422,8.272157e-6,8.5
0.423,8.267536e-6,8.52
0.424,8.261102e-6,8.54
0.425,8.252870e-6,8.56
0.426,8.242859e-6,8.58
0.427,8.231090e-6,8.6
0.428,8.217593e-6,8.62
0.429,8.202397e-6,8.64
0.43,8.185540e-6,8.66
0.431,8.167060e-6,8.68
0.432,8.147002e-6,8.7
0.433,8.125411e-6,8.72
0.434,8.102338e-6,8.74
0.435,8.077837e-6,8.76
0.436,8.051963e-6,8.78
0.437,8.024776e-6,8.8
0.438,7.996338e-6,8.82
0.439,7.966711e-6,8.84
0.44,7.935961e-6,8.86
0.441,7.904157e-6,8.88
0.442,7.871367e-6,8.9
0.443,7.837661e-6,8.92
0.444,7.803110e-6,8.94
0.445,7.767787e-6,8.96
0.446,7.731763e-6,8.98
0.447,7.695112e-6,9
0.448,7.657906e-6,9.02
0.449,7.620218e-6,9.04
0.45,7.582119e-6,9.06
0.451,7.543681e-6,9.08
0.452,7.504974e-6,9.1
0.453,7.466068e-6,9.12
0.454,7.427030e-6,9.14
0.455,7.387928e-6,9.16
0.456,7.348825e-6,9.18
0.457,7.309786e-6,9.2
0.458,7.270871e-6,9.22
0.459,7.232139e-6,9.24
0.46,7.193647e-6,9.26
0.461,7.155448e-6,9.28
0.462,7.117596e-6,9.3
0.463,7.080140e-6,9.32
0.464,7.043125e-6,9.34
0.465,7.006597e-6,9.36
0.466,6.970596e-6,9.38
0.467,6.935162e-6,9.4
0.468,6.900330e-6,9.42
0.469,6.866133e-6,9.44
0.47,6.832601e-6,9.46
0.471,6.799761e-6,9.48
0.472,6.767640e-6,9.5
0.473,6.736257e-6,9.52
0.474,6.705634e-6,9.54
0.475,6.675786e-6,9.56
0.476,6.646727e-6,9.58
0.477,6.618469e-6,9.6
0.478,6.591021e-6,9.62
0.479,6.564390e-6,9.64
0.48,6.538581e-6,9.66
0.481,6.513595e-6,9.68
0.482,6.489433e-6,9.7
0.483,6.466094e-6,9.72
0.484,6.443573e-6,9.74
0.485,6.421865e-6,9.76
0.486,6.400964e-6,9.78
0.487,6.380861e-6,9.8
0.488,6.361545e-6,9.82
0.489,6.343005e-6,9.84
0.49,6.325229e-6,9.86
0.491,6.308203e-6,9.88
0.492,6.291911e-6,9.9
0.493,6.276340e-6,9.92
0.494,6.261471e-6,9.94
0.495,6.247288e-6,9.96
0.496,6.233772e-6,9.98
0.497,6.220907e-6,10
0.498,6.208672e-6,10.02
0.499,6.197048e-6,10.04
0.5,6.186017e-6,10.06
0.501,6.175558e-6,10.08
0.502,6.165652e-6,10.1
0.503,6.156278e-6,10.12
0.504,6.147418e-6,10.14
0.505,6.139052e-6,10.16
0.506,6.131160e-6,10.18
0.507,6.123722e-6,10.2
0.508,6.116720e-6,10.22
0.509,6.110135e-6,10.24
0.51,6.103948e-6,10.26
0.511,6.098141e-6,10.28
0.512,6.092696e-6,10.3
0.513,6.087596e-6,10.32
0.514,6.082824e-6,10.34
0.515,6.078364e-6,10.36
0.516,6.074199e-6,10.38
0.517,6.070315e-6,10.4
0.518,6.066695e-6,10.42
0.519,6.063327e-6,10.44
0.52,6.060195e-6,10.46
0.521,6.057286e-6,10.48
0.522,6.054588e-6,10.5
0.523,6.052089e-6,10.52
0.524,6.049775e-6,10.54
0.525,6.047637e-6,10.56
0.526,6.045663e-6,10.58
0.527,6.043842e-6,10.6
0.528,6.042166e-6,10.62
0.529,6.040624e-6,10.64
0.53,6.039209e-6,10.66
0.531,6.037911e-6,10.68
0.532,6.036722e-6,10.7
0.533,6.035636e-6,10.72
0.534,6.034644e-6,10.74
0.535,6.033741e-6,10.76
0.536,6.032919e-6,10.78
0.537,6.032174e-6,10.8
0.538,6.031499e-6,10.82
0.539,6.030889e-6,10.84
0.54,6.030339e-6,10.86
0.541,6.029845e-6,10.88
0.542,6.029403e-6,10.9
0.543,6.029008e-6,10.92
0.544,6.028656e-6,10.94
0.545,6.028345e-6,10.96
0.546,6.028071e-6,10.98
0.547,6.027830e-6,11
0.548,6.027621e-6,11.02
0.549,6.027440e-6,11.04
0.55,6.027285e-6,11.06
0.551,6.027154e-6,11.08
0.552,6.027045e-6,11.1
0.553,6.026956e-6,11.12
0.554,6.026885e-6,11.14
0.555,6.026831e-6,11.16
0.556,6.026791e-6,11.18
0.557,6.026766e-6,11.2
0.558,6.026752e-6,11.22
0.559,6.026751e-6,11.24
0.56,6.026759e-6,11.26
0.561,6.026777e-6,11.28
0.562,6.026803e-6,11.3
0.563,6.026837e-6,11.32
0.564,6.026877e-6,11.34
0.565,6.026924e-6,11.36
0.566,6.026977e-6,11.38
0.567,6.027034e-6,11.4
0.568,6.027096e-6,11.42
0.569,6.027163e-6,11.44
0.57,6.027232e-6,11.46
0.571,6.027306e-6,11.48
0.572,6.027382e-6,11.5
0.573,6.027460e-6,11.52
0.574,6.027541e-6,11.54
0.575,6.027625e-6,11.56
0.576,6.027710e-6,11.58
0.577,6.027797e-6,11.6
0.578,6.027885e-6,11.62
0.579,6.027975e-6,11.64
0.58,6.028066e-6,11.66
0.581,6.028158e-6,11.68
0.582,6.028250e-6,11.7
0.583,6.028344e-6,11.72
0.584,6.028439e-6,11.74
0.585,6.028534e-6,11.76
0.586,6.028630e-6,11.78
0.587,6.028726e-6,11.8
0.588,6.028822e-6,11.82
0.589,6.028920e-6,11.84
0.59,6.029017e-6,11.86
0.591,6.029115e-6,11.88
0.592,6.029213e-6,11.9
0.593,6.029311e-6,11.92
0.594,6.029410e-6,11.94
0.595,6.029508e-6,11.96
0.596,6.029607e-6,11.98
0.597,6.029706e-6,12
0.598,6.029805e-6,12.02
0.599,6.029905e-6,12.04
0.6,6.030004e-6,12.06
0.6,6.030004e-6,12.08
0.6,6.030004e-6,12.1
0.599,-5.970100e-6,12.12
0.598,-5.970200e-6,12.14
0.597,-5.970300e-6,12.16
0.596,-5.970400e-6,12.18
0.595,-5.970500e-6,12.2
0.594,-5.970600e-6,12.22
0.593,-5.970700e-6,12.24
0.592,-5.970800e-6,12.26
0.591,-5.970900e-6,12.28
0.59,-5.971000e-6,12.3
0.589,-5.971100e-6,12.32
0.588,-5.971200e-6,12.34
0.587,-5.971300e-6,12.36
0.586,-5.971400e-6,12.38
0.585,-5.971500e-6,12.4
0.584,-5.971600e-6,12.42
0.583,-5.971700e-6,12.44
0.582,-5.971800e-6,12.46
0.581,-5.971900e-6,12.48
0.58,-5.972000e-6,12.5
0.579,-5.972100e-6,12.52
0.578,-5.972200e-6,12.54
0.577,-5.972300e-6,12.56
0.576,-5.972400e-6,12.58
0.575,-5.972500e-6,12.6
0.574,-5.972600e-6,12.62
0.573,-5.972700e-6,12.64
0.572,-5.972800e-6,12.66
0.571,-5.972900e-6,12.68
0.57,-5.973000e-6,12.7
0.569,-5.973100e-6,12.72
0.568,-5.973200e-6,12.74
0.567,-5.973300e-6,12.76
0.566,-5.973400e-6,12.78
0.565,-5.973500e-6,12.8
0.564,-5.973600e-6,12.82
0.563,-5.973700e-6,12.84
0.562,-5.973800e-6,12.86
0.561,-5.973900e-6,12.88
0.56,-5.974000e-6,12.9
0.559,-5.974100e-6,12.92
0.558,-5.974200e-6,12.94
0.557,-5.974300e-6,12.96
0.556,-5.974400e-6,12.98
0.555,-5.974500e-6,13
0.554,-5.974600e-6,13.02
0.553,-5.974701e-6,13.04
0.552,-5.974801e-6,13.06
0.551,-5.974901e-6,13.08
0.55,-5.975001e-6,13.1
0.549,-5.975101e-6,13.12
0.548,-5.975201e-6,13.14
0.547,-5.975301e-6,13.16
0.546,-5.975402e-6,13.18
0.545,-5.975502e-6,13.2
0.544,-5.975602e-6,13.22
0.543,-5.975702e-6,13.24
0.542,-5.975803e-6,13.26
0.541,-5.975903e-6,13.28
0.54,-5.976004e-6,13.3
0.539,-5.976104e-6,13.32
0.538,-5.976205e-6,13.34
0.537,-5.976306e-6,13.36
0.536,-5.976407e-6,13.38
0.535,-5.976508e-6,13.4
0.534,-5.976609e-6,13.42
0.533,-5.976711e-6,13.44
0.532,-5.976812e-6,13.46
0.531,-5.976914e-6,13.48
0.53,-5.977016e-6,13.5
0.529,-5.977118e-6,13.52
0.528,-5.977221e-6,13.54
0.527,-5.977324e-6,13.56
0.526,-5.977428e-6,13.58
0.525,-5.977532e-6,13.6
0.524,-5.977636e-6,13.62
0.523,-5.977741e-6,13.64
0.522,-5.977847e-6,13.66
0.521,-5.977954e-6,13.68
0.52,-5.978061e-6,13.7
0.519,-5.978170e-6,13.72
0.518,-5.978280e-6,13.74
0.517,-5.978391e-6,13.76
0.516,-5.978503e-6,13.78
0.515,-5.978617e-6,13.8
0.514,-5.978733e-6,13.82
0.513,-5.978850e-6,13.84
0.512,-5.978970e-6,13.86
0.511,-5.979093e-6,13.88
0.51,-5.979218e-6,13.9
0.509,-5.979346e-6,13.92
0.508,-5.979478e-6,13.94
0.507,-5.979613e-6,13.96
0.506,-5.979753e-6,13.98
0.505,-5.979898e-6,14
0.504,-5.980048e-6,14.02
0.503,-5.980203e-6,14.04
0.502,-5.980365e-6,14.06
0.501,-5.980535e-6,14.08
0.5,-5.980712e-6,14.1
0.499,-5.980897e-6,14.12
0.498,-5.981093e-6,14.14
0.497,-5.981299e-6,14.16
0.496,-5.981517e-6,14.18
0.495,-5.981747e-6,14.2
0.494,-5.981992e-6,14.22
0.493,-5.982252e-6,14.24
0.492,-5.982530e-6,14.26
0.491,-5.982826e-6,14.28
0.49,-5.983142e-6,14.3
0.489,-5.983481e-6,14.32
0.488,-5.983844e-6,14.34
0.487,-5.984234e-6,14.36
0.486,-5.984654e-6,14.38
0.485,-5.985105e-6,14.4
0.484,-5.985590e-6,14.42
0.483,-5.986114e-6,14.44
0.482,-5.986678e-6,14.46
0.481,-5.987286e-6,14.48
0.48,-5.987943e-6,14.5
0.479,-5.988652e-6,14.52
0.478,-5.989418e-6,14.54
0.477,-5.990244e-6,14.56
0.476,-5.991137e-6,14.58
0.475,-5.992101e-6,14.6
0.474,-5.993141e-6,14.62
0.473,-5.994265e-6,14.64
0.472,-5.995477e-6,14.66
0.471,-5.996785e-6,14.68
0.47,-5.998196e-6,14.7
0.469,-5.999717e-6,14.72
0.468,-6.001356e-6,14.74
0.467,-6.003121e-6,14.76
0.466,-6.005021e-6,14.78
0.465,-6.007066e-6,14.8
0.464,-6.009264e-6,14.82
0.463,-6.011627e-6,14.84
0.462,-6.014164e-6,14.86
0.461,-6.016887e-6,14.88
0.46,-6.019808e-6,14.9
0.459,-6.022937e-6,14.92
0.458,-6.026289e-6,14.94
0.457,-6.029876e-6,14.96
0.456,-6.033712e-6,14.98
0.455,-6.037810e-6,15
0.454,-6.042185e-6,15.02
0.453,-6.046852e-6,15.04
0.452,-6.051827e-6,15.06
0.451,-6.057126e-6,15.08
0.45,-6.062763e-6,15.1
0.449,-6.068758e-6,15.12
0.448,-6.075125e-6,15.14
0.447,-6.081883e-6,15.16
0.446,-6.089050e-6,15.18
0.445,-6.096643e-6,15.2
0.444,-6.104680e-6,15.22
0.443,-6.113180e-6,15.24
0.442,-6.122161e-6,15.26
0.441,-6.131642e-6,15.28
0.44,-6.141641e-6,15.3
0.439,-6.152176e-6,15.32
0.438,-6.163267e-6,15.34
0.437,-6.174931e-6,15.36
0.436,-6.187187e-6,15.38
0.435,-6.200051e-6,15.4
0.434,-6.213541e-6,15.42
0.433,-6.227675e-6,15.44
0.432,-6.242467e-6,15.46
0.431,-6.257934e-6,15.48
0.43,-6.274089e-6,15.5
0.429,-6.290948e-6,15.52
0.428,-6.308523e-6,15.54
0.427,-6.326826e-6,15.56
0.426,-6.345866e-6,15.58
0.425,-6.365655e-6,15.6
0.424,-6.386200e-6,15.62
0.423,-6.407507e-6,15.64
0.422,-6.429581e-6,15.66
0.421,-6.452426e-6,15.68
0.42,-6.476044e-6,15.7
0.419,-6.500435e-6,15.72
0.418,-6.525595e-6,15.74
0.417,-6.551521e-6,15.76
0.416,-6.578206e-6,15.78
0.415,-6.605643e-6,15.8
0.414,-6.633819e-6,15.82
0.413,-6.662723e-6,15.84
0.412,-6.692337e-6,15.86
0.411,-6.722645e-6,15.88
0.41,-6.753626e-6,15.9
0.409,-6.785255e-6,15.92
0.408,-6.817509e-6,15.94
0.407,-6.850358e-6,15.96
0.406,-6.883772e-6,15.98
0.405,-6.917716e-6,16
0.404,-6.952155e-6,16.02
0.403,-6.987050e-6,16.04
0.402,-7.022359e-6,16.06
0.401,-7.058039e-6,16.08
0.4,-7.094044e-6,16.1
0.399,-7.130324e-6,16.12
0.398,-7.166829e-6,16.14
0.397,-7.203506e-6,16.16
0.396,-7.240299e-6,16.18
0.395,-7.277151e-6,16.2
0.394,-7.314003e-6,16.22
0.393,-7.350795e-6,16.24
0.392,-7.387463e-6,16.26
0.391,-7.423944e-6,16.28
0.39,-7.460174e-6,16.3
0.389,-7.496085e-6,16.32
0.388,-7.531612e-6,16.34
0.387,-7.566686e-6,16.36
0.386,-7.601240e-6,16.38
0.385,-7.635206e-6,16.4
0.384,-7.668515e-6,16.42
0.383,-7.701100e-6,16.44
0.382,-7.732893e-6,16.46
0.381,-7.763828e-6,16.48
0.38,-7.793838e-6,16.5
0.379,-7.822859e-6,16.52
0.378,-7.850827e-6,16.54
0.377,-7.877682e-6,16.56
0.376,-7.903364e-6,16.58
0.375,-7.927813e-6,16.6
0.374,-7.950977e-6,16.62
0.373,-7.972801e-6,16.64
0.372,-7.993235e-6,16.66
0.371,-8.012233e-6,16.68
0.37,-8.029751e-6,16.7
0.369,-8.045748e-6,16.72
0.368,-8.060186e-6,16.74
0.367,-8.073033e-6,16.76
0.366,-8.084258e-6,16.78
0.365,-8.093837e-6,16.8
0.364,-8.101746e-6,16.82
0.363,-8.107970e-6,16.84
0.362,-8.112494e-6,16.86
