#name=循环伏安 200 mV/s (Ag/AgCl(3M KCl))
#scan_rate=0.2 V/s
#potential_unit=V
#current_unit=A
#time_unit=s
#area=0.071 cm2
#reference_electrode=Ag/AgCl(3M KCl)
#tolerance_v=1e-9
potential,current,time
0.504,2.427444e-5,2.58
0.508,2.421264e-5,2.6
0.512,2.416419e-5,2.62
0.516,2.412680e-5,2.64
0.52,2.409839e-5,2.66
0.524,2.407715e-5,2.68
0.528,2.406153e-5,2.7
0.532,2.405024e-5,2.72
0.536,2.404224e-5,2.74
0.54,2.403668e-5,2.76
0.544,2.403291e-5,2.78
0.548,2.403044e-5,2.8
0.552,2.402889e-5,2.82
0.556,2.402798e-5,2.84
0.56,2.402752e-5,2.86
0.564,2.402735e-5,2.88
0.568,2.402739e-5,2.9
0.572,2.402756e-5,2.92
0.576,2.402782e-5,2.94
0.58,2.402813e-5,2.96
0.584,2.402848e-5,2.98
0.588,2.402884e-5,3
0.592,2.402923e-5,3.02
0.596,2.402961e-5,3.04
0.6,2.403001e-5,3.06
0.6,2.403001e-5,3.08
0.6,2.403001e-5,3.1
0.596,-2.397040e-5,3.12
0.592,-2.397080e-5,3.14
0.588,-2.397120e-5,3.16
0.584,-2.397160e-5,3.18
0.58,-2.397200e-5,3.2
0.576,-2.397240e-5,3.22
0.572,-2.397280e-5,3.24
0.568,-2.397320e-5,3.26
0.564,-2.397360e-5,3.28
0.56,-2.397400e-5,3.3
0.556,-2.397440e-5,3.32
0.552,-2.397480e-5,3.34
0.548,-2.397520e-5,3.36
0.544,-2.397560e-5,3.38
0.54,-2.397601e-5,3.4
0.536,-2.397641e-5,3.42
0.532,-2.397682e-5,3.44
0.528,-2.397724e-5,3.46
0.524,-2.397767e-5,3.48
0.52,-2.397812e-5,3.5
0.516,-2.397861e-5,3.52
0.512,-2.397914e-5,3.54
0.508,-2.397976e-5,3.56
0.504,-2.398050e-5,3.58
0.5,-2.398142e-5,3.6
0.496,-2.398263e-5,3.62
0.492,-2.398426e-5,3.64
0.488,-2.398649e-5,3.66
0.484,-2.398958e-5,3.68
0.48,-2.399389e-5,3.7
0.476,-2.399987e-5,3.72
0.472,-2.400815e-5,3.74
0.468,-2.401951e-5,3.76
0.464,-2.403493e-5,3.78
0.46,-2.405562e-5,3.8
0.456,-2.408302e-5,3.82
0.452,-2.411885e-5,3.84
0.448,-2.416505e-5,3.86
0.444,-2.422376e-5,3.88
0.44,-2.429728e-5,3.9
0.436,-2.438797e-5,3.92
0.432,-2.449813e-5,3.94
0.428,-2.462985e-5,3.96
0.424,-2.478480e-5,3.98
0.42,-2.496409e-5,4
0.416,-2.516801e-5,4.02
0.412,-2.539587e-5,4.04
0.408,-2.564582e-5,4.06
0.404,-2.591471e-5,4.08
0.4,-2.619809e-5,4.1
0.396,-2.649020e-5,4.12
0.392,-2.678413e-5,4.14
0.388,-2.707202e-5,4.16
0.384,-2.734543e-5,4.18
0.38,-2.759568e-5,4.2
0.376,-2.781433e-5,4.22
0.372,-2.799367e-5,4.24
0.368,-2.812717e-5,4.26
0.364,-2.820989e-5,4.28
0.36,-2.823882e-5,4.3
0.356,-2.821311e-5,4.32
0.352,-2.813417e-5,4.34
0.348,-2.800564e-5,4.36
0.344,-2.783329e-5,4.38
0.34,-2.762470e-5,4.4
0.336,-2.738904e-5,4.42
0.332,-2.713663e-5,4.44
0.328,-2.687858e-5,4.46
0.324,-2.662646e-5,4.48
0.32,-2.639191e-5,4.5
0.316,-2.618633e-5,4.52
0.312,-2.602060e-5,4.54
0.308,-2.590472e-5,4.56
0.304,-2.584757e-5,4.58
0.3,-2.585650e-5,4.6
0.296,-2.593689e-5,4.62
0.292,-2.609177e-5,4.64
0.288,-2.632127e-5,4.66
0.284,-2.662221e-5,4.68
0.28,-2.698772e-5,4.7
0.276,-2.740707e-5,4.72
0.272,-2.786570e-5,4.74
0.268,-2.834562e-5,4.76
0.264,-2.882610e-5,4.78
0.26,-2.928472e-5,4.8
0.256,-2.969868e-5,4.82
0.252,-3.004634e-5,4.84
0.248,-3.030870e-5,4.86
0.244,-3.047089e-5,4.88
0.24,-3.052327e-5,4.9
0.236,-3.046219e-5,4.92
0.232,-3.029023e-5,4.94
0.228,-3.001588e-5,4.96
0.224,-2.965279e-5,4.98
0.22,-2.921853e-5,5
0.216,-2.873317e-5,5.02
0.212,-2.821772e-5,5.04
0.208,-2.769259e-5,5.06
0.204,-2.717632e-5,5.08
0.2,-2.668457e-5,5.1
0.196,-2.622951e-5,5.12
0.192,-2.581958e-5,5.14
0.188,-2.545955e-5,5.16
0.184,-2.515091e-5,5.18
0.18,-2.489242e-5,5.2
0.176,-2.468077e-5,5.22
0.172,-2.451125e-5,5.24
0.168,-2.437838e-5,5.26
0.164,-2.427643e-5,5.28
0.16,-2.419983e-5,5.3
0.156,-2.414347e-5,5.32
0.152,-2.410287e-5,5.34
0.148,-2.407424e-5,5.36
0.144,-2.405448e-5,5.38
0.14,-2.404115e-5,5.4
0.136,-2.403238e-5,5.42
0.132,-2.402678e-5,5.44
0.128,-2.402332e-5,5.46
0.124,-2.402129e-5,5.48
0.12,-2.402018e-5,5.5
0.116,-2.401967e-5,5.52
0.112,-2.401952e-5,5.54
0.108,-2.401961e-5,5.56
0.104,-2.401982e-5,5.58
0.1,-2.402012e-5,5.6
0.096,-2.402046e-5,5.62
0.092,-2.402083e-5,5.64
0.088,-2.402122e-5,5.66
0.084,-2.402161e-5,5.68
0.08,-2.402200e-5,5.7
0.076,-2.402240e-5,5.72
0.072,-2.402280e-5,5.74
0.068,-2.402320e-5,5.76
0.064,-2.402360e-5,5.78
0.06,-2.402400e-5,5.8
0.056,-2.402440e-5,5.82
0.052,-2.402480e-5,5.84
0.048,-2.402520e-5,5.86
0.044,-2.402560e-5,5.88
0.04,-2.402600e-5,5.9
0.036,-2.402640e-5,5.92
0.032,-2.402680e-5,5.94
0.028,-2.402720e-5,5.96
0.024,-2.402760e-5,5.98
0.02,-2.402800e-5,6
0.016,-2.402840e-5,6.02
0.012,-2.402880e-5,6.04
8.000000e-3,-2.402920e-5,6.06
4.000000e-3,-2.402960e-5,6.08
0,-2.403000e-5,6.1
0,-2.403000e-5,6.12
0,-2.403000e-5,6.14
