# name: cv_main 0.1 V/s vs Ag/AgCl
# reference_electrode: Ag/AgCl (sat. KCl)
# potential_unit: V
# current_unit: A
# time_unit: s
# scan_rate: 0.1
# scan_rate_unit: V/s
# electrode_area: 0.0707
# electrode_area_unit: cm^2
time_s,potential_v,current_a
17.9000,-0.10000,-2.000000000e-06
18.0000,-0.11000,-2.010000000e-06
18.1000,-0.12000,-2.020000000e-06
18.2000,-0.13000,-2.030000000e-06
18.3000,-0.14000,-2.040000000e-06
18.4000,-0.15000,-2.050000000e-06
18.5000,-0.16000,-2.060000000e-06
18.6000,-0.17000,-2.070000000e-06
18.7000,-0.18000,-2.080000000e-06
18.8000,-0.19000,-2.090000000e-06
18.9000,-0.20000,-2.100000000e-06
19.0000,-0.20000,-2.100000000e-06
19.1000,-0.20000,-2.100000000e-06
19.2000,-0.20000,-2.100000000e-06
19.3000,-0.20000,-2.100000000e-06
19.4000,-0.19000,1.910000000e-06
19.5000,-0.18000,1.920000000e-06
19.6000,-0.17000,1.930000000e-06
19.7000,-0.16000,1.940000000e-06
19.8000,-0.15000,1.950000000e-06
19.9000,-0.14000,1.960000000e-06
20.0000,-0.13000,1.970000000e-06
20.1000,-0.12000,1.980000000e-06
20.2000,-0.11000,1.990000000e-06
20.3000,-0.10000,2.000000000e-06
20.4000,-0.09000,2.010000000e-06
20.5000,-0.08000,2.020000000e-06
20.6000,-0.07000,2.030000000e-06
20.7000,-0.06000,2.040000000e-06
20.8000,-0.05000,2.050000000e-06
20.9000,-0.04000,2.060000000e-06
21.0000,-0.03000,2.070000000e-06
21.1000,-0.02000,2.080000000e-06
21.2000,-0.01000,2.090000000e-06
21.3000,0.00000,2.100000000e-06
21.4000,0.01000,2.110000000e-06
21.5000,0.02000,2.120000000e-06
21.6000,0.03000,2.130000000e-06
21.7000,0.04000,2.140000000e-06
21.8000,0.05000,2.150000000e-06
21.9000,0.06000,2.160000000e-06
22.0000,0.07000,2.170000000e-06
22.1000,0.08000,2.180000000e-06
22.2000,0.09000,2.190000000e-06
22.3000,0.10000,2.200000000e-06
22.4000,0.11000,2.210000000e-06
22.5000,0.12000,2.220000000e-06
22.6000,0.13000,2.230000000e-06
22.7000,0.14000,2.240000000e-06
22.8000,0.15000,2.250000000e-06
22.9000,0.16000,2.260000000e-06
23.0000,0.17000,2.270000005e-06
23.1000,0.18000,2.280000122e-06
23.2000,0.19000,2.290002160e-06
23.3000,0.20000,2.300029821e-06
23.4000,0.21000,2.310320614e-06
23.5000,0.22000,2.322684631e-06
23.6000,0.23000,2.347507992e-06
23.7000,0.24000,2.428931549e-06
23.8000,0.25000,2.701870598e-06
23.9000,0.26000,3.444695042e-06
24.0000,0.27000,4.976422603e-06
24.1000,0.28000,7.268101415e-06
24.2000,0.29000,9.569021789e-06
24.3000,0.30000,1.073680858e-05
24.4000,0.31000,1.028198692e-05
24.5000,0.32000,8.940469080e-06
24.6000,0.33000,7.947733275e-06
24.7000,0.34000,7.879576488e-06
24.8000,0.35000,8.340193547e-06
24.9000,0.36000,8.548871972e-06
25.0000,0.37000,8.026198007e-06
25.1000,0.38000,6.839577923e-06
25.2000,0.39000,5.410834058e-06
25.3000,0.40000,4.168253616e-06
25.4000,0.41000,3.322013859e-06
25.5000,0.42000,2.856808699e-06
25.6000,0.43000,2.649046574e-06
25.7000,0.44000,2.575856138e-06
25.8000,0.45000,2.559202864e-06
25.9000,0.46000,2.562012776e-06
26.0000,0.47000,2.570375129e-06
26.1000,0.48000,2.580059577e-06
26.2000,0.49000,2.590008063e-06
26.3000,0.50000,2.600000930e-06
26.4000,0.51000,2.610000091e-06
26.5000,0.52000,2.620000008e-06
26.6000,0.53000,2.630000001e-06
26.7000,0.54000,2.640000000e-06
26.8000,0.55000,2.650000000e-06
26.9000,0.56000,2.660000000e-06
27.0000,0.57000,2.670000000e-06
27.1000,0.58000,2.680000000e-06
27.2000,0.59000,2.690000000e-06
27.3000,0.60000,2.700000000e-06
27.4000,0.61000,2.710000000e-06
27.5000,0.62000,2.720000000e-06
27.6000,0.63000,2.730000000e-06
27.7000,0.64000,2.740000000e-06
27.8000,0.65000,2.750000000e-06
27.9000,0.66000,2.760000000e-06
28.0000,0.67000,2.770000000e-06
28.1000,0.68000,2.780000000e-06
28.2000,0.69000,2.790000000e-06
28.3000,0.70000,2.800000000e-06
28.4000,0.71000,2.810000000e-06
28.5000,0.72000,2.820000000e-06
28.6000,0.73000,2.830000000e-06
28.7000,0.74000,2.840000000e-06
28.8000,0.75000,2.850000000e-06
28.9000,0.76000,2.860000000e-06
29.0000,0.77000,2.870000000e-06
29.1000,0.78000,2.880000000e-06
29.2000,0.79000,2.890000000e-06
29.3000,0.80000,2.900000000e-06
29.4000,0.80000,2.900000000e-06
29.5000,0.80000,2.900000000e-06
29.6000,0.80000,2.900000000e-06
29.7000,0.80000,2.900000000e-06
29.8000,0.79000,-1.110000000e-06
29.9000,0.78000,-1.120000000e-06
30.0000,0.77000,-1.130000000e-06
30.1000,0.76000,-1.140000000e-06
30.2000,0.75000,-1.150000000e-06
30.3000,0.74000,-1.160000000e-06
30.4000,0.73000,-1.170000000e-06
30.5000,0.72000,-1.180000000e-06
30.6000,0.71000,-1.190000000e-06
30.7000,0.70000,-1.200000000e-06
30.8000,0.69000,-1.210000000e-06
30.9000,0.68000,-1.220000000e-06
31.0000,0.67000,-1.230000000e-06
31.1000,0.66000,-1.240000000e-06
31.2000,0.65000,-1.250000000e-06
31.3000,0.64000,-1.260000000e-06
31.4000,0.63000,-1.270000000e-06
31.5000,0.62000,-1.280000000e-06
31.6000,0.61000,-1.290000000e-06
31.7000,0.60000,-1.300000000e-06
31.8000,0.59000,-1.310000000e-06
31.9000,0.58000,-1.320000000e-06
32.0000,0.57000,-1.330000000e-06
32.1000,0.56000,-1.340000000e-06
32.2000,0.55000,-1.350000000e-06
32.3000,0.54000,-1.360000000e-06
32.4000,0.53000,-1.370000001e-06
32.5000,0.52000,-1.380000010e-06
32.6000,0.51000,-1.390000076e-06
32.7000,0.50000,-1.400000532e-06
32.8000,0.49000,-1.410003329e-06
32.9000,0.48000,-1.420018633e-06
33.0000,0.47000,-1.430093322e-06
33.1000,0.46000,-1.440418242e-06
33.2000,0.45000,-1.451677313e-06
33.3000,0.44000,-1.466019301e-06
33.4000,0.43000,-1.489329610e-06
33.5000,0.42000,-1.535545089e-06
33.6000,0.41000,-1.632828589e-06
33.7000,0.40000,-1.828652050e-06
33.8000,0.39000,-2.186745923e-06
33.9000,0.38000,-2.767198694e-06
34.0000,0.37000,-3.587909691e-06
34.1000,0.36000,-4.583389973e-06
34.2000,0.35000,-5.595519175e-06
34.3000,0.34000,-6.428685008e-06
34.4000,0.33000,-6.962943340e-06
34.5000,0.32000,-7.257144327e-06
34.6000,0.31000,-7.539948118e-06
34.7000,0.30000,-8.039919090e-06
34.8000,0.29000,-8.748604712e-06
34.9000,0.28000,-9.328575469e-06
35.0000,0.27000,-9.306676416e-06
35.1000,0.26000,-8.430457068e-06
35.2000,0.25000,-6.875870763e-06
35.3000,0.24000,-5.122810774e-06
35.4000,0.23000,-3.635590704e-06
35.5000,0.22000,-2.633366283e-06
35.6000,0.21000,-2.084620653e-06
35.7000,0.20000,-1.839305905e-06
35.8000,0.19000,-1.751925483e-06
35.9000,0.18000,-1.730755308e-06
36.0000,0.17000,-1.732351568e-06
36.1000,0.16000,-1.740438183e-06
36.2000,0.15000,-1.750069583e-06
36.3000,0.14000,-1.760009416e-06
36.4000,0.13000,-1.770001086e-06
36.5000,0.12000,-1.780000107e-06
36.6000,0.11000,-1.790000009e-06
36.7000,0.10000,-1.800000001e-06
36.8000,0.09000,-1.810000000e-06
36.9000,0.08000,-1.820000000e-06
37.0000,0.07000,-1.830000000e-06
37.1000,0.06000,-1.840000000e-06
37.2000,0.05000,-1.850000000e-06
37.3000,0.04000,-1.860000000e-06
37.4000,0.03000,-1.870000000e-06
37.5000,0.02000,-1.880000000e-06
37.6000,0.01000,-1.890000000e-06
37.7000,0.00000,-1.900000000e-06
37.8000,0.00000,-1.900000000e-06
37.9000,0.00000,-1.900000000e-06
38.0000,0.00000,-1.900000000e-06
38.1000,0.00000,-1.900000000e-06
38.2000,0.00000,-1.900000000e-06
